"","date","Total.Tested","positive","Recovered","deaths","hospitalized","new.hospital","ICU","Admit","RMCC6.Hospitalized","RMCC6.ICU","RMCC6.Admit","RMCC6.Leave","negative","Percent.Pos","discharged","never_hospitalized","New.Positive","New.Negative","New.Percent.Positive","Week.Positivity.Rate","Total.Daily.Tests","Still.Sick","Percent.Hospitalized","New.Deaths","Bremer.Positive","Butler.P","BlackHawk.P","Bremer.Recovered","Butler.R","BlackHawk.R","Bremer.Death","Butler.D","BlackHawk.D","Bremer.SS","Butler.SS","BlackHawk.SS","Knights.Positive","Knights.Isolation","Kights.Quarantine","TotalTested2","TotalPositive2","TotalRecovered2","TotalDeaths2","Individuals.Reported","Individuals.Positive","X","Bremer.Rep","Bremer.Pos","Black.Hawk.Rep","Black.Hawk.Pos","Butler.Rep","Butler.Pos","Bremer.Pct","Black.Hawk.Pct","Butler.Pct","State.7Day","State.14Day","Bremer.7Day","Black.Hawk.7Day","Butler.7Day","Bremer.School","Black.Hawk.School","Butler.School","Total.Tests","Individuals.Tested","Positive.Tests","Individuals.Postive","Bremer.Total.Tests","Bremer.Individuals.Tested","Bremer.Positive.Tests","Bremer.Individuals.Postive","Butler.Total.Tests","Butler.Individuals.Tested","Butler.Positive.Tests","Butler.Individuals.Postive","Black.Hawk.Total.Tests","Black.Hawk.Individuals.Tested","Black.Hawk.Positive.Tests","Black.Hawk.Individuals.Postive","np_7day","Week.Positivity","Week.Tests","Week.Deaths","Day.Total.Tests","Day.Positive.Tests","Day.Bremer.Total.Tests","Day.Bremer.Positive.Tests","wktot","nd_7day","pp_7day","P2"
"296",2021-01-07,1380542,291370,251657,4060,613,9,119,97,105,13,22,11,1089172,21.1054788626496,NA,NA,1904,2953,0.392011529750875,0.433651887827041,4857,39713,1.54357515171354,61,2314,1355,13084,2119,1141,11654,46,23,222,149,191,1208,NA,NA,NA,NA,NA,NA,NA,4844,1907,0.106923797,7326,7,687,-19,137,20,0.046666667,-0.027656477,-7.210526316,0.09734939,0.090697123,0.057273769,0.071225611,0.092198582,0.117,0.125,0.166,3185108,1380524,314630,291370,23872,9630,2420,2314,18583,5732,1432,1355,140300,58187,14280,13084,1581.71428571429,11072,25532,238,19238,2057,150,7,11072,238,0.433651887827041,84896476900
"297",2021-01-08,1386169,293448,253489,4065,579,-34,108,89,93,13,20,32,1092721,21.1697130725041,NA,NA,2078,3549,0.369290918784432,0.415352697095436,5627,39959,1.44898520984009,5,2330,1377,13172,2127,1146,11719,46,23,222,157,208,1231,NA,NA,NA,NA,NA,NA,NA,8645,2078,0.07987988,7370,20,1781,93,332,20,0.05899705,0.052217855,3.569892473,0.098216678,0.091418711,0.058933583,0.07079646,0.088888889,0.113,0.123,0.173,3213413,1389169,316891,293448,24211,9684,2440,2330,18915,5779,1452,1377,142081,58408,14373,13172,1573,11011,26510,174,28305,2261,339,20,11011,174,0.415352697095436,86111728704
"298",2021-01-09,1390852,295113,255104,4124,549,-30,110,75,91,12,17,19,1095739,21.2181454245312,NA,NA,1665,3018,0.35554131966688,0.410713060188045,4683,40009,1.37219125696718,59,2345,1394,13244,2130,1149,11779,47,23,224,168,222,1241,NA,NA,NA,NA,NA,NA,NA,1683,1665,0.077223936,7413,16,1490,86,190,16,0.048780488,0.057718121,2.209302326,0.09523916,0.090434167,0.057437408,0.069517931,0.083265966,0.116,0.123,0.184,3236424,1390852,318668,295113,24539,9743,2456,2345,19105,5802,1468,1394,143571,58619,14459,13244,1709.85714285714,11969,29142,178,23011,1777,328,16,11969,178,0.410713060188045,87091682769
"299",2021-01-10,1394802,296443,255597,4127,541,-8,105,72,79,11,10,22,1098359,21.2534108783899,NA,NA,1330,2620,0.336708860759494,0.399894920040718,3950,40846,1.32448709787984,3,2357,1402,13288,2130,1151,11789,47,23,224,180,228,1275,NA,NA,NA,NA,NA,NA,NA,3950,1330,0.121447246,7425,10,476,43,77,8,0.135135135,0.090336134,1.790697674,0.094591448,0.091485475,0.060693642,0.067220764,0.082539683,0.119,0.124,0.187,3248281,1394802,320108,296443,24613,9770,2466,2357,19182,5818,1476,1402,144047,58785,14502,13288,1739.71428571429,12178,30453,181,11857,1440,74,10,12178,181,0.399894920040718,87878452249
"300",2021-01-11,1396433,296859,256150,4138,555,14,96,74,82,12,14,11,1099574,21.258377594915,NA,NA,416,1215,0.255058246474555,0.390543135149208,1631,40709,1.36333488909086,11,2361,1406,13297,2137,1152,11803,47,23,225,177,231,1269,NA,NA,NA,NA,NA,NA,NA,1631,416,0.077801194,7426,6,263,17,40,3,0.153846154,0.064638783,2.352941176,0.092717391,0.090855239,0.061239193,0.065397107,0.087615838,0.118,0.121,0.193,3253975,1396433,320551,296859,24652,9783,2472,2361,19222,5820,1479,1406,144310,58840,14519,13297,1714.42857142857,12001,30729,192,5694,443,39,6,12001,192,0.390543135149208,88125265881
"301",2021-01-12,1399877,298040,258743,4139,552,-3,90,62,86,11,13,9,1101837,21.290441945971,NA,NA,1181,2263,0.342915214866434,0.375835152477343,3444,39297,1.40468738071609,1,2360,1414,13328,2148,1163,11880,47,23,225,165,228,1223,NA,NA,NA,NA,NA,NA,NA,3444,1181,0.057135096,7443,1,781,33,195,8,0.00877193,0.042253521,5.909090909,0.08998094,0.091125035,0.06234414,0.065505549,0.085448393,0.106,0.117,0.187,3276063,1399877,321813,298040,24766,9804,2473,2360,19417,5840,1487,1414,145091,58955,14552,13328,1623.28571428571,11363,30234,147,22088,1262,114,1,11363,147,0.375835152477343,88827841600
"302",2021-01-13,1405114,299884,260491,4222,516,-36,79,82,92,10,20,14,1105230,21.3423252490545,NA,NA,1844,3393,0.352109986633569,0.354004553331748,5237,39393,1.3098773893839,83,2369,1431,13427,2155,1166,11933,48,23,228,166,242,1266,NA,NA,NA,NA,NA,NA,NA,5237,1844,0.083569997,7475,9,1047,97,193,19,0.049450549,0.092645654,1.989690722,0.083802381,0.090998952,0.056280587,0.053639847,0.080756014,0.104,0.119,0.192,3300007,1405114,323814,299884,24948,9835,2482,2369,19610,5870,1506,1431,146138,59173,14649,13427,1488.28571428571,10418,29429,223,23944,2001,182,9,10418,223,0.354004553331748,89930413456
"303",2021-01-14,1410318,301442,262226,4232,532,16,85,86,100,11,20,12,1108876,21.3740447189925,NA,NA,1558,3646,0.299385088393543,0.338259000537346,5204,39216,1.35658914728682,10,2385,1442,13490,2165,1168,12020,48,23,228,172,251,1242,NA,NA,NA,NA,NA,NA,NA,5204,1558,0.081572626,7496,17,523,64,86,9,0.109677419,0.122370937,1.34375,0.080178569,0.088270008,0.064175467,0.068071058,0.074573226,0.11,0.12,0.19,3320406,1410318,325478,301442,25103,9865,2499,2385,19696,5885,1515,1442,146661,59329,14713,13490,1438.85714285714,10072,29776,172,20399,1664,155,17,10072,172,0.338259000537346,90867279364
"304",2021-01-15,1414800,302782,263829,4251,513,-19,91,88,89,13,14,25,1112018,21.4010460842522,NA,NA,1340,3142,0.298973672467648,0.32601026858999,4482,38953,1.31697173516802,19,2402,1454,13556,2181,1177,12107,48,23,228,173,254,1221,NA,NA,NA,NA,NA,NA,NA,4482,1340,0.063214409,7532,19,1366,66,179,12,0.065068493,0.048316252,2.712121212,0.077231741,0.087276429,0.065878378,0.068281197,0.078125,0.11,0.11,0.19,3343502,1414800,326938,302782,25395,9917,2518,2402,19875,5909,1527,1454,148027,59522,14779,13556,1333.42857142857,9334,28631,186,23096,1460,292,19,9334,186,0.32601026858999,91676939524
"305",2021-01-16,1418943,304125,265321,4257,505,-8,91,80,95,13,19,13,1114818,21.4332076764183,NA,NA,1343,2800,0.324161235819454,0.320814495745968,4143,38804,1.30141222554376,6,2416,1461,13617,2188,1183,12182,48,23,228,180,255,1207,NA,NA,NA,NA,NA,NA,NA,4143,1343,0.068922131,7563,16,1608,69,199,8,0.09039548,0.042910448,2.884057971,0.075845865,0.085748443,0.075508228,0.064149077,0.069143447,0.11,0.11,0.19,3364961,1418943,328417,304125,25572,9965,2534,2417,20074,5936,1535,1461,149635,59759,14848,13616,1287.42857142857,9012,28091,133,21459,1479,177,16,9012,133,0.320814495745968,92492015625
"306",2021-01-17,1421490,304851,265925,4321,474,-31,93,61,94,13,15,16,1116639,21.4458772133466,NA,NA,726,1821,0.285041224970554,0.315047961630695,2547,38926,1.21769511380568,64,2420,1466,13648,2191,1185,12194,48,24,236,181,257,1218,4,4,12,NA,NA,NA,NA,2547,726,0.099848905,7556,2,323,41,41,7,0.05,0.126934985,1,0.073036863,0.0843402,0.07007007,0.065471155,0.07073955,0.1,0.11,0.18,3372903,1421490,329210,304851,25612,9973,2536,2420,20115,5952,1542,1466,149958,59864,14889,13648,1201.14285714286,8408,26688,194,7942,793,40,2,8408,194,0.315047961630695,92934132201
"307",2021-01-18,1422938,305277,266455,4323,483,9,84,58,95,9,11,10,1117661,21.4539916707545,NA,NA,426,1022,0.294198895027624,0.317600452744765,1448,38822,1.24413992066354,2,2422,1468,13660,2195,1189,12218,48,24,236,179,255,1206,5,5,12,NA,NA,NA,NA,1448,426,0.086990905,7564,3,225,2,17,0,0.115384615,0.008888889,8.5,0.073387318,0.083569351,0.067951318,0.063340712,0.069230769,0.1,0.11,0.18,3377961,1422938,329650,305277,25638,9984,2539,2422,20132,5958,1542,1468,150183,59921,14891,13660,1202.57142857143,8418,26505,185,5058,440,26,3,8418,185,0.317600452744765,93194046729
"308",2021-01-19,1426214,306239,269997,4324,490,7,85,56,92,9,14,17,1119975,21.4721633639832,NA,NA,962,2314,0.293650793650794,0.311311083266887,3276,36242,1.35202251531372,1,2429,1473,13702,2204,1202,12308,48,24,236,177,247,1158,11,11,15,NA,NA,NA,NA,3276,961,0.047060969,7591,6,1062,46,208,4,0.02970297,0.043314501,4.52173913,0.071624121,0.081211008,0.067039106,0.062560936,0.063921993,0.1,0.1,0.17,3399890,1426214,330682,306238,25840,10013,2545,2429,20340,5972,1546,1473,151245,60074,14937,13702,1171.28571428571,8199,26337,185,21929,1032,202,6,8199,185,0.311311083266887,93782325121
"309",2021-01-20,1430371,307570,270556,4332,474,-16,86,85,91,10,21,22,1122801,21.5028129065816,NA,NA,1331,2826,0.320182824152033,0.304311675971018,4157,37014,1.28059653104231,8,2449,1483,13785,2224,1220,12392,48,24,236,177,239,1157,12,12,51,NA,NA,NA,NA,4157,1332,0.066076584,7627,19,626,91,133,12,0.115151515,0.145367412,1.461538462,0.068291877,0.076446127,0.077578051,0.066108495,0.060254925,0.1,0.1,0.15,3421017,1430371,332078,307570,26005,10056,2564,2449,20473,5992,1558,1483,151871,60234,15028,13785,1098,7686,25257,110,21127,1396,165,19,7686,110,0.304311675971018,94599304900
"310",2021-01-21,1435642,309274,271949,4394,474,0,86,85,91,10,21,21,1126368,21.5425572670624,NA,NA,1704,3567,0.323278315310188,0.309271836992576,5271,37325,1.26992632283992,62,2470,1493,13890,2238,1236,12482,48,24,238,184,233,1170,NA,NA,NA,NA,NA,NA,NA,5271,1704,0.08522343,7732,22,-8997,104,173,10,0.068322981,-0.011559409,1.663461538,0.069143565,0.074928512,0.071078431,-0.110641669,0.055789474,0.09,0.1,0.13,3443194,1435642,333968,309274,26327,10181,2586,2470,20646,6015,1568,1493,142874,60452,15132,13890,1118.85714285714,7832,25324,162,22177,1890,322,22,7832,162,0.309271836992576,95650407076
