"","date","Total.Tested","positive","Recovered","deaths","hospitalized","new.hospital","ICU","Admit","RMCC6.Hospitalized","RMCC6.ICU","RMCC6.Admit","RMCC6.Leave","negative","Percent.Pos","discharged","never_hospitalized","New.Positive","New.Negative","New.Percent.Positive","Week.Positivity.Rate","Total.Daily.Tests","Still.Sick","Percent.Hospitalized","New.Deaths","Bremer.Positive","Butler.P","BlackHawk.P","Bremer.Recovered","Butler.R","BlackHawk.R","Bremer.Death","Butler.D","BlackHawk.D","Bremer.SS","Butler.SS","BlackHawk.SS","Knights.Positive","Knights.Isolation","Kights.Quarantine","TotalTested2","TotalPositive2","TotalRecovered2","TotalDeaths2","Individuals.Reported","Individuals.Positive","X","Bremer.Rep","Bremer.Pos","Black.Hawk.Rep","Black.Hawk.Pos","Butler.Rep","Butler.Pos","Bremer.Pct","Black.Hawk.Pct","Butler.Pct","State.7Day","State.14Day","Bremer.7Day","Black.Hawk.7Day","Butler.7Day","Bremer.School","Black.Hawk.School","Butler.School","Total.Tests","Individuals.Tested","Positive.Tests","Individuals.Postive","Bremer.Total.Tests","Bremer.Individuals.Tested","Bremer.Positive.Tests","Bremer.Individuals.Postive","Butler.Total.Tests","Butler.Individuals.Tested","Butler.Positive.Tests","Butler.Individuals.Postive","Black.Hawk.Total.Tests","Black.Hawk.Individuals.Tested","Black.Hawk.Positive.Tests","Black.Hawk.Individuals.Postive","np_7day","Week.Positivity","Week.Tests","Week.Deaths","Day.Total.Tests","Day.Positive.Tests","Day.Bremer.Total.Tests","Day.Bremer.Positive.Tests","wktot","nd_7day","pp_7day","P2"
"134",2020-07-29,463964,43195,31214,844,246,-7,76,23,56,15,5,1,420769,9.30998956815615,NA,NA,457,4715,0.0883604021655066,0.0943532283115154,5172,11981,2.05325098071947,8,170,100,2898,84,81,2082,7,2,62,79,17,754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,486,3402,36056,36,NA,NA,NA,NA,3402,36,0.0943532283115154,1865808025
"135",2020-07-30,469563,43730,31736,854,237,-9,76,33,52,14,7,11,425833,9.31291434802146,NA,NA,535,5064,0.0955527772816574,0.0981144719607664,5599,11994,1.975987993997,10,175,102,2919,88,83,2143,7,2,62,80,17,714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,460.142857142857,3221,32829,39,NA,NA,NA,NA,3221,39,0.0981144719607664,1912312900
"136",2020-07-31,475497,44474,32495,865,225,-12,71,31,54,14,5,3,431023,9.3531610083765,NA,NA,744,5190,0.125379170879676,0.10262550743261,5934,11979,1.87828700225394,11,179,106,2953,88,83,2181,7,2,62,84,21,710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,502,3514,34241,45,NA,NA,NA,NA,3514,45,0.10262550743261,1977936676
"137",2020-08-01,480425,44937,32802,872,242,17,77,36,54,18,9,9,435488,9.35359317271166,NA,NA,463,4465,0.0939529220779221,0.0997467896545487,4928,12135,1.99423156159868,7,182,111,2971,90,89,2246,7,2,62,85,20,663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472.714285714286,3309,33174,46,NA,NA,NA,NA,3309,46,0.0997467896545487,2019333969
"138",2020-08-02,485828,45480,32917,874,231,-11,75,28,51,16,7,10,440348,9.36133775739562,NA,NA,543,4860,0.100499722376458,0.100431996752776,5403,12563,1.83873278675476,2,187,111,2987,91,92,2253,7,2,62,89,17,672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,494.857142857143,3464,34491,48,NA,NA,NA,NA,3464,48,0.100431996752776,2068430400
"139",2020-08-03,488138,45782,33102,878,241,10,78,27,57,18,7,1,442356,9.37890514567602,NA,NA,302,2008,0.130735930735931,0.103700503070893,2310,12680,1.9006309148265,4,187,113,2998,92,94,2260,7,2,62,88,17,676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,480,3360,32401,49,NA,NA,NA,NA,3360,49,0.103700503070893,2095991524
"140",2020-08-04,491929,45982,33923,885,243,2,75,24,51,14,6,12,445947,9.34728385600361,NA,NA,200,3591,0.0527565286204168,0.0978966110390198,3791,12059,2.01509246206153,7,189,114,3007,93,96,2326,7,2,62,89,16,619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,463.428571428571,3244,33137,49,NA,NA,NA,NA,3244,49,0.0978966110390198,2114344324
"141",2020-08-05,497180,46412,34659,893,248,5,77,44,54,14,8,5,450768,9.33504968019631,NA,NA,430,4821,0.0818891639687679,0.09685091522158,5251,11753,2.11009954905131,8,193,115,3031,103,97,2376,7,2,62,83,16,593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,459.571428571429,3217,33216,49,NA,NA,NA,NA,3217,49,0.09685091522158,2154073744
"142",2020-08-06,503657,47020,35468,906,237,-11,68,28,56,15,9,7,456637,9.33571855449244,NA,NA,608,5869,0.0938706191137872,0.0964979175221447,6477,11552,2.05159279778393,13,199,118,3060,106,101,2419,7,2,62,86,15,579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,470,3290,34094,52,NA,NA,NA,NA,3290,52,0.0964979175221447,2210880400
"143",2020-08-07,510522,47728,36248,912,223,-14,65,33,53,13,9,12,462794,9.34886253677608,NA,NA,708,6157,0.10313182811362,0.0929050678087081,6865,11480,1.94250871080139,6,206,119,3088,108,103,2456,7,2,63,91,14,569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,464.857142857143,3254,35025,47,NA,NA,NA,NA,3254,47,0.0929050678087081,2277961984
"144",2020-08-08,514451,48112,36850,925,229,6,58,33,50,11,7,10,466339,9.3521054483323,NA,NA,384,3545,0.0977347925680835,0.093310997472521,3929,11262,2.03338660983839,13,213,119,3100,109,104,2485,7,2,66,97,13,549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,453.571428571429,3175,34026,53,NA,NA,NA,NA,3175,53,0.093310997472521,2314764544
"145",2020-08-09,521382,48732,37086,930,221,-8,57,32,48,12,10,12,472650,9.34669781465413,NA,NA,620,6311,0.0894531813591112,0.0914665016594476,6931,11646,1.8976472608621,5,226,121,3120,111,104,2491,7,2,66,108,15,563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,464.571428571429,3252,35554,56,NA,NA,NA,NA,3252,56,0.0914665016594476,2374807824
"146",2020-08-10,523928,49000,37247,931,224,3,57,26,46,14,7,9,474928,9.35243010489991,NA,NA,268,2278,0.105263157894737,0.0899133836267114,2546,11753,1.90589636688505,1,226,121,3128,113,104,2503,7,2,66,106,15,559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,459.714285714286,3218,35790,53,NA,NA,NA,NA,3218,53,0.0899133836267114,2.401e+09
"147",2020-08-11,525593,49164,37979,935,244,20,64,34,51,13,10,5,476429,9.35400585624238,NA,NA,164,1501,0.0984984984984985,0.0945223384030418,1665,11185,2.18149307107734,4,227,121,3134,116,106,2533,7,2,66,104,13,535,15,15,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,454.571428571429,3182,33664,50,NA,NA,NA,NA,3182,50,0.0945223384030418,2417098896
"148",2020-08-12,530408,49598,38531,946,243,-1,72,53,51,15,4,4,480810,9.35091476749974,NA,NA,434,4381,0.090134994807892,0.0958829902491874,4815,11067,2.19571699647601,11,230,125,3161,120,108,2566,7,2,66,103,15,529,17,18,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,455.142857142857,3186,33228,53,NA,NA,NA,NA,3186,53,0.0958829902491874,2459961604
"149",2020-08-13,535885,50003,39241,954,261,18,88,38,53,19,8,6,485882,9.33091988019818,NA,NA,405,5072,0.0739455906518167,0.0925592652351992,5477,10762,2.42519977699312,8,231,129,3189,123,110,2598,7,2,66,101,17,525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,426.142857142857,2983,32228,48,NA,NA,NA,NA,2983,48,0.0925592652351992,2500300009
"150",2020-08-14,540974,50681,39788,964,258,-3,75,31,61,18,12,4,490293,9.36847242196483,NA,NA,678,4411,0.133228532128119,0.0969722842506239,5089,10893,2.36849352795373,10,235,132,3217,127,111,2612,7,2,66,101,19,539,17,18,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,421.857142857143,2953,30452,52,NA,NA,NA,NA,2953,52,0.0969722842506239,2568563761
"151",2020-08-15,552417,51648,40359,972,261,3,82,33,64,21,11,8,500769,9.34945883272962,NA,NA,967,10476,0.084505811413091,0.0931359637570458,11443,11289,2.31198511825671,8,242,134,3265,132,114,2648,7,2,66,103,18,551,17,18,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,505.142857142857,3536,37966,47,NA,NA,NA,NA,3536,47,0.0931359637570458,2667515904
"152",2020-08-16,558674,52221,40489,975,271,10,80,43,62,19,13,15,506453,9.34731167013321,NA,NA,573,5684,0.0915774332747323,0.0935589402552826,6257,11732,2.30992158199795,3,243,138,3285,133,116,2651,7,2,66,103,20,568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,498.428571428571,3489,37292,45,NA,NA,NA,NA,3489,45,0.0935589402552826,2727032841
"153",2020-08-17,561218,52611,40636,975,283,12,85,31,62,20,5,5,508607,9.37443203888685,NA,NA,390,2154,0.153301886792453,0.0968356127648163,2544,11975,2.36325678496868,0,244,140,3309,133,116,2656,7,2,66,104,22,587,3,3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,515.857142857143,3611,37290,44,NA,NA,NA,NA,3611,44,0.0968356127648163,2767917321
"154",2020-08-18,564443,52918,41487,987,287,4,86,31,59,20,7,10,511525,9.37526021228007,NA,NA,307,2918,0.0951937984496124,0.0966280566280566,3225,11431,2.51071647274954,12,245,141,3326,138,118,2684,7,2,67,100,21,575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,536.285714285714,3754,38850,52,NA,NA,NA,NA,3754,52,0.0966280566280566,2800314724
"155",2020-08-19,569961,53483,41940,1002,299,12,90,46,67,25,12,4,516478,9.3836244936057,NA,NA,565,4953,0.102392171076477,0.09822263797942,5518,11543,2.59031447630599,15,248,143,3362,146,120,2713,7,2,67,95,21,582,3,4,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,555,3885,39553,56,NA,NA,NA,NA,3885,56,0.09822263797942,2860431289
"156",2020-08-20,576461,53781,42300,1011,300,1,89,43,64,22,3,6,522680,9.32951231739875,NA,NA,298,6202,0.0458461538461538,0.0931092271293375,6500,11481,2.61301280376274,9,252,146,3400,150,123,2745,7,2,67,95,21,588,4,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,539.714285714286,3778,40576,57,NA,NA,NA,NA,3778,57,0.0931092271293375,2892395961
"157",2020-08-21,585489,54650,42809,1016,293,-7,81,43,66,19,11,9,530839,9.33407801000531,NA,NA,869,8159,0.0962560921577315,0.089160956980793,9028,11841,2.47445317118487,5,257,149,3442,154,128,2781,7,2,67,96,19,594,2,3,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,567,3969,44515,52,NA,NA,NA,NA,3969,52,0.089160956980793,2986622500
"158",2020-08-22,591013,55496,43349,1030,268,-25,79,33,66,15,9,9,535517,9.38997957743738,NA,NA,846,4678,0.153149891383056,0.0996994507202819,5524,12147,2.2063060838067,14,260,152,3491,161,134,2805,7,2,69,92,16,617,2,3,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,549.714285714286,3848,38596,58,NA,NA,NA,NA,3848,58,0.0996994507202819,3079806016
"159",2020-08-23,595256,56087,43472,1033,260,-8,82,42,59,16,6,13,539169,9.42233257623611,NA,NA,591,3652,0.139288239453217,0.105680389262479,4243,12615,2.06103844629409,3,265,159,3502,161,134,2814,7,2,69,97,23,619,2,3,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,552.285714285714,3866,36582,58,NA,NA,NA,NA,3866,58,0.105680389262479,3145751569
"160",2020-08-24,597550,56504,43599,1037,275,15,86,37,62,17,8,5,541046,9.45594510919588,NA,NA,417,1877,0.181778552746295,0.107150721127381,2294,12905,2.13095699341341,4,265,163,3514,163,134,2818,7,2,70,95,27,626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,556.142857142857,3893,36332,62,NA,NA,NA,NA,3893,62,0.107150721127381,3192702016
"161",2020-08-25,601441,57049,44301,1047,295,20,82,37,65,14,4,1,544392,9.48538593145462,NA,NA,545,3346,0.140066820868671,0.111654684036975,3891,12748,2.31408848446815,10,265,163,3514,163,134,2818,7,2,70,95,27,626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,590.142857142857,4131,36998,60,NA,NA,NA,NA,4131,60,0.111654684036975,3254588401
"162",2020-08-26,607529,57848,44853,1060,313,18,102,49,65,19,9,9,549681,9.521849985762,NA,NA,799,5289,0.131241787122208,0.116189310051107,6088,12995,2.40861869949981,13,269,169,3543,171,136,2868,7,2,72,91,31,603,4,4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,623.571428571429,4365,37568,58,NA,NA,NA,NA,4365,58,0.116189310051107,3346391104
"163",2020-08-27,614512,59101,45355,1077,305,-8,99,36,63,19,6,8,555411,9.61755018616398,NA,NA,1253,5730,0.179435772590577,0.139812357099682,6983,13746,2.21882729521315,17,276,172,3589,176,140,2896,7,2,72,93,30,621,6,6,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,760,5320,38051,66,NA,NA,NA,NA,5320,66,0.139812357099682,3492928201
"164",2020-08-28,617387,61669,45886,1091,299,-6,91,40,63,14,9,9,555718,9.98871048467169,NA,NA,2568,307,0.893217391304348,0.220045143896169,2875,15783,1.89444338845593,14,283,183,3644,178,144,2919,7,2,73,98,37,652,7,8,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1002.71428571429,7019,31898,75,NA,NA,NA,NA,7019,75,0.220045143896169,3803065561
"165",2020-08-29,624735,63098,46394,1108,315,16,91,48,65,14,10,8,561637,10.0999623840508,NA,NA,1429,5919,0.194474686989657,0.225431469070636,7348,16704,1.88577586206897,17,286,194,3709,183,150,2937,7,2,74,96,42,698,16,16,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1086,7602,33722,78,NA,NA,NA,NA,7602,78,0.225431469070636,3981357604
"166",2020-08-30,630446,64104,46526,1110,315,0,91,48,57,11,12,20,566342,10.1680397686717,NA,NA,1006,4705,0.176151286990019,0.227820403523728,5711,17578,1.79201274320173,2,294,199,3762,186,151,2940,7,2,74,101,46,748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1145.28571428571,8017,35190,77,NA,NA,NA,NA,8017,77,0.227820403523728,4109322816
"167",2020-08-31,633664,64713,46651,1112,300,-15,85,23,57,11,7,7,568951,10.2125100999899,NA,NA,609,2609,0.189247980111871,0.227307969208617,3218,18062,1.66094563171299,2,299,203,3788,187,156,2948,7,2,74,105,45,766,18,22,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1172.71428571429,8209,36114,75,NA,NA,NA,NA,8209,75,0.227307969208617,4187772369
